translate_ru,translate_nn,source,article_ru,article_nn
 Куда путь держишь?, Ханя’ пэрңар?,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" — Мужа своего ищу, который имеет облик собаки.", — Вэн’ мирбям’ мэта хасавами пюрңадм’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Я виновата, сожгла одежду его, после этого он и ушел."," Мань вэваңэ панэм-да парададамзь, тикы’ пуд хэ”мяда ти.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Может, ты, млад шая из сестер, знаешь, укажи мне."," Теда’ нюдя хабей’ неңэ (луци’ ненэ) теневанакэн, си”ми табэда”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Младшая женщина говорит: — Тот, о котором говоришь, здесь прошел.", Нюдя хабей’ не (нюдя луци’ не) нянда манзь ханада: — Вадетар тюковна хаясь.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Пока что тебе нужно отдохнуть, собраться с силами."," Тедари’ сеңгабат сава нэдараха, ны-хыдар вадабю”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 С рассветом дочь царя собралась., Ялянда ңадимзь паранода’ не ню’ хамекулы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Младшая женщина перед тем, как ей идти, сказала: — Вот теперь, после этой узенькой тропинки, придешь к широкой дороге.", Нюдя хабей’ неда (луци’ неда) яламанда нерня ма: — Теда’ тюку нэ’ мур” сехэрэнд пуд недарма хамэдангу”,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Будешь идти по этой дороге., Тикы недармам’ нёдал”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Потом появится зубчатая гора., Пуна юдре”э хой хамэдангу”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 На горе будут тридцать чумов., Хой’ ниня няхар” ю” мя” таняңгу”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 В средний чум войдешь., Ерь мят’ мятюнгунава.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Оденешь старую ягушку, обувь."," Хорецям’, мякэци сераин.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Сваришь висящую на шестах брюшную часть., Ти” ний сямданана сяберм’ пи-реир.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Не ешь ее., Ңавормадавэйн ңэнгунава.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 А твой муж будет собираться взять в жены другую женщину., Вэсакор несэй нем’ мэ-ванзь мэң-гу.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Подождешь сватов., Ңэватани ңатеид.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Они приведут женщину., Нем’ тэвараңгудо’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Отпустишь женскую нарту., Не’ ханм’ нэдаңгурава.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Все войдут в чум., Мал’ мятюңгу”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Через какое-то время опьянеют., Ңамгэ’ пирка”на ябелтыд”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" В женской нарте, под подстилкой, найдешь ржавый ящичек."," Не’ хан’ мюня, наро’ ңылана пурцавэй лабтэйкоця таняңгу.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Внутри него будет спрятано яйцо., Мюнянда сар”ню сюраңгу.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 В нужный момент разобьешь внутри одежды., Тараванда мальнгана макананд тахабтаир.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Это яйцо их хозяина., Тикы сар”ню ервотандо’ сей.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Когда все увидят, что хозяин умирает, выйдут на улицу.", Хана ервамдо’ ма-нэць мал’ пин’ санаңгуд”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Ты же выйди раньше других., Пыдар нит нерня тарпаин.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Со священной стороны чума будут запряжены два оленя., Си’ няна сидя хабт сяраңгуху’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Садись с правой стороны нарты и держись очень крепко, так найдешь своего мужа."," Хан’ вэ’ ня’ нули” мэёвна намдаин, ти-кахавахана вэсакомд хоңгур.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Словам моим конец, остальное будет зависеть от тебя самой."," Вади”ни пирдо’, таддикахава-хад харт няданд на.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Как и сказала младшая женщина, узенькая дорожка перешла в широкую, дочь царя пошла по ней.", Нюдя хабей’ ненда (луци’ ненда) вади” сер” нэ мур’ лэт’ се-хэрэнда пуд паранода’ не ню недармам’ нёдалңа.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Когда подошла к краю леса, увидела зубчатую гору.", Пэлара’ варан’ тэва”махаданда юдре”э хойм’ манэ”ңа.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 На вершине холма — три десятка чумов., Хой’ нэва’ ниня няхар” ю” мя”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Пришла к чумам., Мяк” тэвы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Вошла в средний большой чум., Ерь нарка мят’ мятю.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Надела старенькую ягушку и старенькие домашние кисы.," Хорецям’, мякэци сера.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Разожгла очаг., Тумда пята.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Положила брюшину оленя с шестов в котел., Ти” ний сяберм’ ед’ мю’ пядада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Как котел закипел, поела.", Еданда пихи-ва ңаворць пэй”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Как закончила есть, пришли сваты.", Ңаворць малехэва нэватана” то”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Дочь царя вышла на улицу., Паранода’ не ню пин’ тарпы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Отпустила оленей из женской нарты., Не’ ханм’ нэдада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Вошла в чум., Мят’ мятю.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Начали пировать., Тюнямдо” пя”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Затем все опьянели., Тад-дикахавад ябилъяд”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Пока другие не видели, дочка царя вышла на улицу.", Нита ехэранан’ паранода’ не ню пин’ тарпы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Внутри женской нарты, внутри ржавого ящичка нашла яйцо."," Не’ хан’ мюня, пурцавэй лаб-тэйкоця’ мюня сар”нюм’ хо.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 За пазуху положила., Маканда сюрңада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Снова вошла в чум., Мят’ ңани’ мятю.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Смотрит она: все пьяны., Маниебта мал” ябе”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Она встала ближе к дверям., Не си’ няку’ нулъй”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 За пазухой разбила яйцо., Макананда сар”нюм’ тахабтада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Начальник их умер., Ервадо’ тэри маханя’ лясэй”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Глаза его остекленели., Сэвада то’ сэртрев’ хэвы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Очень быстро прыгнула на улицу., Нули” паромба не пин’ санэй”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Действительно, со священной стороны чума привязаны два оленя.", Ненэсянда нод” си’ няна сидя хабт сяравэхэ’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 На правую сторону кое-как успела сесть., Хан’ вэня’ нули” варехэта ңамда еремя.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Держа в одной руке женскую шапку, шапку надела.", Не’ савам’ няби нудахана ня”амба ханасава са-вамда серада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Где они едут, она не понимает, только ветер свистит."," Ханямна мимамди’ не нида хамэдамбю”, мер-цяри теберна.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Там где-то остановились вдали., Танянанди’ хунананди’ нултади’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Дочь царя посмотрела, добрались до железного чума."," Паранода не ню тад силы”, еся мят’ тэвавэхэ’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Внутри железного чума жили старик со старухой.," Еся мяд’ мюня вэсакохо’, пухуцяха’ илевэхэ’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Старик говорит: -Дети же наши пришли., Вэсако манзь ханада: — Нюхуюн товэдинё”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Теперь-то будете жить вы вместе., Тедахав’ ңобкана иленгу” нидим’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Царская дочь и мужчина в образе собаки смотрят с нежилой стороны чума, на нижней земле люди видны: бедный старик стал хорошо жить."," Паранода’ не ню, вэн’ мирбям’ мэта хасава пелей’ ня’ тарем’ сырпати’ тасий я’ няна ненэця’ ңоб’ нади”: мангабада вэсако савовна илелмы”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Дожили до глубокой старости., Ной ёхорати’ сидян’ пидади’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Семья старика Ятэта стала жить очень бедно., Я’ тэта вэсако’ мяд’ тер” тибей мюйкуто’ пел наворна”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Хозяин железного чума говорит: — Вы пойдете в свой чум., Еся мяд’ тер вэсако ма: — Мяканди’ хэиди’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" После того, как придете, станете царями.", Тэва”махаданди’ параңодаңэ таралъиди’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Закончив свою жизнь, станете домашними духами-покровителями."," Иламди’ мале, мяти’ мю’ хэхэнэ хэиди.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Стройный светлый русский стал царем после того, как они пришли.", Ябта сэр’ луца тедахав’ тэва”махаданда параноданэ таральй”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 От дочери царя у него трое сыновей., Параңода’ не нюхуд няхар” хасава нюда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Закончив свой жизненный путь, они стали домашними духами.", Иламди’ малесь мяти’ мю’ хэхэңэ хаяха’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Их дети унаследовали богатство отца., Нюди’ нисянди’ илебям’ мэ”ла”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Они тоже стали царями., Ңанидо’ ете’ паранодаңэ таралъяд”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Хозяин железного чума небесной стороны отправил на землю стройного светлого мужчину в облике собаки, чтобы помогать бедным людям."," Нув’ няңы еся мяд’ ерв, вэн’ мирбям’ мэта ябта сэр” хасавам’ маңгабада ненэцие” е”эмня ян’ ңэдарарахавэданё”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Если так подумать: русские были сильнее, умнее, важнее ненцев.", Тарем’ тас-ла: луца” ненэй ненцие” ний” ңэвы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Конец., Та’ малда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
Жил один русский старик со своей старухой.,Вэсако луца пухуцянда ня’ илевэхэ’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Были у них дети., Нюди танявы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Однажды старик, взяв свои санки, пошел охотиться.", Ся”ны ңэбто’ ңод” вэсако сюнкацямда нюдерць хане хая.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Попивал чаек., Сяйнда едком’ пэңа.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Так ходит целый день., Яля’ ямбан’ ядэрңа.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Совсем ничего не нашел., Ңули” ңамгэхэртм’ ни ху”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 На встречу ему один пеший., Неранда няд ңопой ядана.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Это был старик-ханты., Хаби вэсако ңэвы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты говорит: — Русский старик, куда собрался?"," Хаби вэсакор ма: -	Луца вэсако, ханя пэрңар?",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Русский старик заговорил: — Никуда я не собрался., Луца вэсако вахалъй”: -	Ханяхарт нив пэр”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Хожу, охочусь.", Хане ядэрңадм’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 У меня дома много детей., Мяканани нюни ңока”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Ищу пищу для моих детей.," Ню""ни мэд пюрңадм’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты говорит: — Я тоже хожу, охочусь.", Хаби вэсакор ма: -	Мань ңани’ хане ядэрңадм’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Сейчас, видишь, уже стемнело, давай здесь заночуем."," Теда’ тидңэ хаянё”, тюкохона сеңгахани’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Русский старик повесил чайник., Луца вэсакор сяйнда едм’ ңыда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Вытащил два тоненьких кусочка хлеба., Сидя силяңг нянь’ яхалаком’ надимде.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Кипяча свой чайник, разговаривает русский старик о том, о сем: — Среди русских есть волшебники.", Сяйнда едком’ пиремба луца вэсакор хуримна танямна лаханакурна: -	Луцаваха”на мутрата” таня”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" У царя есть два волшебника, которые войдут у корня дерева и на верхушке выйдут."," Параңода’ сидя мутрата луца пя’ пахамана пакалпати’, пя’ малувна ңадимлаңаха’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты заговорил: — Среди хантов тоже есть волшебники, не только русские умеют творить чудеса."," Хаби вэсако вахалъй"": -	Хабихи”на ңод” ңани’ мутрата” таня”, луцари” ни” му-трат"".",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Русский старик говорит: — Тогда покажи мне чудо.," Луца вэсако маси""; -	Тикавахана мутрадами мэс"" ма.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты говорит: — Конечно, я покажу тебе чудо, но ты же рассердишься."," Хаби вэсакор ма: -	Мутракодамд мэ”идамзь, нинав нензямд”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Русский старик говорит: — Не рассержусь.," Луца вэсако ма”нив’: -	Нидм’ нензямд"".",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Старик-ханты похлопал русского старика между лопатками., Хаби вэсакор луца вэсакомда сюдэхэюта понд’ лапцада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Русский старик стал бурым медведем., Луца вэсакор пэдарэй варкңэ хая.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Товарищ его тоже стал таким же., Нята няда ңани’ сита то”олахаңэ хэвы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Пошли вдоль моря., Яв’ хэвувна ялъяха’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Три года идут., Няхар” по’ ядаңаха’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Совсем ничего не находят., Ңули” ңамгэхэртм’ нихи’ хомбю”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" К тому времени они пришли к носу мыса, выдающегося в море.", Та ңэсоңгана ямд’ ңыхытана саля’ пыявна ңадимяха’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Сделали себе нору в песке., Таб ваңгам’ сертаңаха’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Старик-ханты обычно спал возле входа., Хаби вэсакор нён си’ няюна хонёсеты.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Наверное, не одну ночь ночевали, испугался старик-ханты, говорит: — Русский старик, теперь мы умрем, войска придут."," Ңоб” хонёвади’ нинякы ңа”, хаби вэсако лэры, маси”: — Луца вэсаков, теда’ хавэни’, саю” тута”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Слушают: на улице слышен шум войск.," Пин’ инзелерңаха”, саю” мун” совондо’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты говорит: — Я выйду на улицу, меня убьют, шкуру с меня снимут."," Хаби вэсакор ма: — Мань пин’ тарпаңгув”, си”ми хадаңгу”, хобами хабарта”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 На земле расстелют., Ян’ лехэбтаңгудо’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Воевода скажет: «Еще один есть»., Саю’ ерв манда: — Тамна ңани ңопой танявы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Ты, выпрыгивая, прыгнешь за мою шкуру.", Пыдар санаванд сер’ хобани’ пиняңы хэван’ ха”амъин.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Когда старик-ханты выходил, его и убили.", Хаби вэсаком’ пин’ тарпотаванда сер’ хададо’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Затем русский старик выпрыгнул, приземлился за шкурой своего друга.", Тикавахад луца вэсакор тад санаванда нянда хоба’ тяха’ ха”мы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Укусил воеводу за нос., Саю’ ерво-там’ пыянда малахад сякалңада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты закричал: — Русский старик, что с тобой, чайник опрокинул!"," Хаби вэсаконда тёрда ңадимя: — Луца вэсаков, ңамгэр хадкэ, сяйни едм’ вабтанэй!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Русский старик глаза раскрыл, оказывается, он держит во рту носик чайника."," Луца вэсако тад сэвада сылабтаванда, сяйнди’ ед’ сём сякал-павы.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Тут заговорил: — Надо же, столько бед мы с тобой испытали.", Таминанда вахалъй”: — Нена” ңока маям’ мэ”нанинё”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Русский старик то засмеется, то заплачет."," Луца вэсако писяласеты”, ярумзеты.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты говорит ему: — Никому не рассказывай, как я применял свое волшебство."," Хаби вэсако няханда маси”: — Мутраком’ мэсо""мами’ нёр вадецету"".",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Однажды дошла весть о старике-ханты до слуха царя.," Ся”ны ңэбто’ ңод” хаби вэсако’ юн параңода’ хаво"" сихи” тэвы”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Два солдата пошли за русским стариком., Сидя солдатада вэсако луцам’ хосая хаяха’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Русский старик пришел к царю, царь говорит: — Приведи сюда старика-ханты, владеющего волшебством."," Луца вэсакор паранодан’ то, параңода маси”: — Мутрата хаби вэсакор тюкон’ тэварад.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Если ты не приведешь его, шею твою саблей перерублю.", Ниб”нанд тэвара” икамд’ палыхына санабтаңгув.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Русский старик своего друга три года ищет., Луца вэсакор нямда няхар” по’ пюда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Нигде не может найти., Ханяхартана хось я”-мада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Однажды старик-ханты, идя вдоль края леса, услышал звуки плача, туда пошел."," Ся”ны нэбто’ нод” хаби вэсако пэдара’ варувна яда ванда сер’, яр’ муно намда, таня’ хая.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Это, оказывается, русский старик, говорит: — Русский старик, почему ты плачешь?"," Луца вэсако нэвымаси"": — Луца вэсаков, ңамгэ ярңан?",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Почему здесь сидишь?, Ңамгэ тюкохона ңамдын?,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Русский старик говорит: — Я рассказал про тебя такому же человеку, как я."," Вэсако луцар ма: — Си”ни то”олаха няхани сит ваде""ңадамзь.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" А он эти донес слова до царя, царь отправил меня, чтобы найти тебя."," Тикы нями вадам’ параңодан’ тэваравэда, параңода сит пюрць си""ми ңэдабтась.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Если я тебя не найду, царь мне перерубит шею саблей."," Сит ниб”нани ху”, параңода иками палыхына санабтаңгуда.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Как хорошо, что тебя нашел.", Нена” сит хадаманё”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты говорит: — Раньше ведь я тебе говорил, чтобы ты никому не говорил обо мне."," Хаби вэсакор ма: -	Сеня’ мадамзенё”, си”ми нён хэтыбю”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Плохо же будет, пойдем с тобой."," Вэва ңэ” нив’, хэ-хэни’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Дошли до дома царя., Параңода’ мят’ тэвъяха’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
